"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3639.37098290912","3714.13986122773","3877.52444593298","3991.88113867841","4145.0059605807","4332.38578752878","4533.01790013693","4760.72288694115","4974.88294016186","5238.50165397992","5581.58759758699","5788.83176273748","5895.00533298402","6075.14513550489","6362.90444845712","6721.25308311943","7260.11803687592","7830.48935148411","8385.94489564719","8663.00247168304","9033.34440516636","9178.85358944855","10560.1416087606","10731.5388864646","10464.1924134677","11112.3736247025","10864.5381900455","11333.1184260928","12559.9651691847","13608.499714576","15494.0788227574","15820.6713809388","17769.1734652427","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16840.7264741191","17796.5185909136","18381.3941146486","18611.3283355681","19415.5026861792","20255.2416069621","20893.4349171296","21735.5404304029","22775.373093425","23644.1910076214","25115.6367957873","26305.6718899422","27343.7455973715","27797.955437834","28892.1673935577","29887.8343434023","32342.2770592701","34236.4333270951","35526.600846049","34606.5681981904","35569.3000029905","37219.9615599133","37592.8469877193","38776.2915191614","39735.3790771434","40825.2215785785","43311.7611058996","45397.788129354","47317.7996353801","50849.9425196253","49283.7240689556","54208.7813739074","59457.3408715276","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955.456414712497","1075.95321024002","1292.3000884237","1284.94114533119","1362.14612612943","1477.28528501334","1499.97626229317","1499.54756845757","1462.7410222242","1581.02966245979","1598.41844048938","1523.31502486461","1523.88399823824","1573.08209561323","1578.93833300922","1618.84910743023","1449.06352496892","1476.51524777382","1496.07677946095","1628.75050902937","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13676.3069991903","14461.9219915328","14856.0075997592","14973.4186905572","15583.2587611501","16276.7427388216","16973.8523441756","17909.4373888597","19096.4829793645","19954.2902150512","21586.9938141957","22955.966663531","24371.5988492666","25047.4962458438","26144.3831604637","27606.9340516269","30720.0135089141","32476.891305261","33263.2723985249","32091.4271030562","31677.2223884807","31867.9732396862","31720.2738156972","32444.4611896857","33540.3571743561","34919.3872520672","37305.6291510563","39550.1890761123","40716.6807627631","43739.63291058","38967.339917953","43620.6040614123","48685.4963088272","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6475.40136185006","6889.29880886621","7977.91655116702","8450.51937523685","8412.06677647343","9422.49706491914","10317.3071932177","11663.2715046648","13133.2836551089","14536.7596770475","16634.8927393745","19345.2032742068","22200.2322815317","22802.3421764634","20477.258451618","21615.7400462342","24557.2361475947","25996.0467779508","27464.5186781161","28945.4653303277","29175.9259267894","31312.7522996878","33821.93290847","36410.1220937377","39578.0817172929","40096.4801835409","45047.315035037","48168.3970970141","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.651457526046","381.661247291586","342.288398612716","383.334725080449","390.727908136444","409.691560275838","454.246287205945","461.883772466985","437.338469855253","452.484476165329","476.528464196205","512.520781339025","513.120316650617","497.275623822034","563.508562084278","631.673170550399","701.600498674121","780.532556968826","856.659778813973","912.108359381051","1010.02202703432","1114.04597197907","1195.79456144944","1270.34723583304","1505.00533786592","1654.8476332229","1882.68715409659","2031.95729962118","2124.25462192979","2274.21413875756","2442.25248371938","2628.34346412648","2888.61640621015","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14814.6403163803","15484.9378318246","15954.4607094965","16196.1267017434","16941.7341685601","17745.407273707","18342.8809404956","19063.9784399746","19967.0619734109","20744.2722775553","22075.634969666","23173.704108868","24199.3472066623","24707.3566477837","25864.1335315016","26814.1021180787","29124.9647504798","31039.7498644987","32492.6506350195","31815.3159643414","32862.5869570488","34495.0862730832","34965.1920664596","36064.8657280259","37065.0052412095","38223.3372061178","40551.0260905956","42665.4639418267","44652.6348831534","48192.3110458653","47104.8402082402","51917.3510593707","57285.5466439079","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2490.31800702631","2502.46286003693","2505.19987885653","2435.44110138456","2275.82683786586","2253.86424241193","2280.74490172551","2389.61199190288","2486.86564290675","2519.88700623263","2674.15800860631","2793.5057335953","2814.50698689196","2758.58321461794","3147.48994624512","3371.69915215173","3625.04466338989","3876.70284649907","4054.31520405016","4010.23492230363","4178.64623329503","4202.06664518503","4408.61432977066","4608.57490131824","4624.67171429235","4425.69897032592","4485.43983864382","4634.30336228052","4909.46156645991","5128.30022670881","4946.93783490851","5197.73721184291","5360.12204757595","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18133.7699926998","17547.4076963637","17258.7464395933","17466.1488428445","18466.3439442007","19573.7479251069","20080.8401640329","21790.4773658676","23576.7795859034","24767.280673451","26788.1090073235","27803.9084926269","28605.1223159604","29053.1101567343","31202.6326662541","32051.7940038456","34454.8883772759","37846.9232155282","40083.6972699668","37971.1688218955","38949.7244997518","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42497.7049785783","44934.4482077785","47570.133583848","49579.3310008278","52569.8000550589","53668.8190916817","57848.6141705053","62823.0352933365","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3917.42323096359","3918.45171243583","4241.26852001763","4421.14056907588","4736.21163690195","4947.38572397736","5251.3441799813","5172.21055691881","5237.39411080303","5712.0934426002","5679.52094705688","5861.59028020456","6081.4836973465","6202.11405171091","6641.23702647774","6832.56783916253","7107.58099116847","7176.09574988747","7339.13893957574","7246.21285548311","7518.39329745748","7854.56662555927","8392.59767929541","9035.34048787532","10735.7214307029","11751.3717248592","11994.9381719089","12815.9366973466","13199.7841156786","13168.3712185104","11168.6399401615","10593.9126867971","13534.1559038697","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17697.5748941508","18325.9067531142","18948.7066716088","19192.3443550453","19989.6124476247","20763.0971115751","21350.0655160254","22237.7345741183","23356.7538649992","24304.4045284907","26090.1387960261","27493.7017505526","28518.8252206252","28168.769567267","29056.0052608709","30494.2141075076","32464.8468361788","34126.125037055","35092.6943078696","34674.9978196774","35894.9921081735","37439.2331426991","37677.7267932587","39521.6969847538","40144.0268283679","40849.9973780501","42924.613626021","44577.0645745394","46537.4740442591","51240.0683019805","49494.2900844931","53834.7992971017","57594.0340179208","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40996.837680136","39469.5315744817","39729.0080308469","42079.1627493619","45868.3853025057","49376.6967964268","52981.2059222948","53645.2606322315","54219.6409286635","56360.0740444728","58980.5509315769","62357.0860184571","61642.7075935007","68124.1857028549","76566.2431165615","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1727.56819949514","1883.79480762852","1955.92032489033","2101.21923762063","2079.43049533104","2241.3939724448","2200.68202030396","2096.36408974828","2175.04610369053","2233.34727946491","2390.70477594143","2492.22261360604","2543.90969292987","2639.30578294779","2635.32905147033","2785.91548279206","2886.17339102263","2930.17396464963","2936.64555167786","3010.93020795922","3124.07088688968","3281.54335122509","3270.06433878084","3193.75912975394","3166.36221142138","3332.46476333022","3381.8582444418","3522.34936744575","3598.40301383664","3691.0150881556","3612.11183562718","3664.48683963224","3854.87700100021","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11959.5114992413","12769.4030153591","12321.9190255493","12767.9002024319","13175.7028227924","13764.2139192941","14162.8354469568","14856.6956681979","15160.5833377394","13651.869274848","13352.0772238723","13585.2356267981","13402.5027845575","13602.0736356982","13679.3375721078","14076.1962998095","13688.5822073369","14448.8944097361","13792.0299962063","13448.2995472784","14084.5380314089","14863.4623434247","14700.7802691223","14580.5568372678","14940.8514300675","14394.3948115916","14092.3415059674","14911.9823513268","15574.999874139","16126.8638637936","14639.9194678555","19552.3625335025","21106.5631229179","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17054.444821826","17382.8499586945","17802.1080142144","18633.0827722684","19712.6774084733","20581.042006181","21938.4450220767","23065.1905194119","23687.6917522907","24493.5013657365","26529.8521734351","27915.5304404741","29089.0536770407","30317.5243136229","32055.4717642346","32726.1331883772","34734.8160246415","35523.3115876502","36744.7913584035","35023.3323106015","36487.6718531875","37224.3787645256","38343.0869033484","39954.2191450769","41278.1275079919","42496.8542909218","44082.1164678494","46048.2000506645","47090.4848967293","49911.1566522003","48005.879606196","52841.6345850474","57460.5057520708","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5727.62417194966","4639.16997010364","2594.26490924205","1863.24540986678","1731.57040253002","1883.30046260803","2211.39945447559","2567.199691098","2743.75422661625","2921.75220869162","3102.62625136514","3376.96175669009","3649.92568608986","4161.5730601326","4548.98521312388","5174.30883005271","5869.68743175716","6822.11118053641","7142.78306443797","6987.93651431798","7567.66412576382","8360.29720703065","9818.48046574915","10595.4248369854","11548.8063074476","12051.9471730157","12809.0137998803","13526.992205093","14765.4600355247","16610.4970253279","16615.1272420937","18691.1612210787","22063.4418470856","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1575.15084293012","1671.52468841694","1732.4125192119","1814.56773211353","1869.84959351008","1942.20329199092","2021.81978624052","2093.24833285898","2163.40973321929","2235.23856567017","2311.54783513161","2393.65112731972","2471.48222270765","2580.31274806053","2724.26809554339","2897.36751396547","3095.14540406283","3231.66260665711","3503.70945387646","3604.43231274937","3839.88575775856","4362.59288242843","4910.78439566828","5188.16005565427","5486.84907263561","5159.92642717107","4977.58180951201","5134.36182438103","5494.70043298875","5952.4037272043","5992.31759032306","6544.2381999688","7081.93742509288","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881.657608063143","898.31189123155","918.775030258361","958.002873995598","987.045879553309","1025.06615637734","1059.9258672424","1110.98043352629","1142.61070950987","1176.05101988834","1208.83367896613","1264.78947180572","1330.04208328966","1342.78467147009","1381.36872758211","1438.63838024842","1470.03047722565","1576.12203619966","1632.94005162767","1585.79151492563","1641.25010623557","1726.18230728744","1812.02278442146","1864.73582616883","1896.28093846842","1953.09616144412","2282.17719048128","2718.8968757141","2878.42829583844","3143.64688288845","3395.0948789629","3735.0898272933","4087.08018822096","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1428.26507605177","1462.13749721065","1486.16211444676","1512.00539307915","1498.48515212918","1498.32854631459","1514.67460760752","1569.74091557842","1595.49469241264","1671.83754186111","1752.25325562527","1841.95085113477","1759.00527470363","1863.05618772962","1989.54836954395","1945.5836051962","1935.12030950206","1985.71699326614","2084.66489695298","2169.26937292909","2254.05060363352","2049.34900065041","2046.86133785427","1986.86199690496","1912.06879905934","1965.04877164457","1983.63380561316","2005.56544163883","2235.26025867199","2371.49204095162","2473.51976795401","2696.66717305193","2938.03119942823","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1013.32934514848","1078.53068845442","1083.57341665998","1096.26696619455","1120.66375694174","1164.99155056964","1296.79530815264","1378.50876755351","983.995906098058","989.376829631141","1045.577117963","1069.48305716591","1051.77990648373","1054.06037421892","1086.35276609026","1140.52624531371","1173.62667590864","1213.37130115888","1243.79732527636","1261.09703622198","1301.00435881137","1398.11714311146","1320.47149789908","1333.28543280752","1351.18471750104","1571.42165921366","1725.05956028273","1909.34612442328","1989.53311509494","2024.013007036","1962.24593818355","2164.37287781941","2346.77802499723","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","588.162694693283","579.922066479657","770.224006433827","843.666606199197","968.534719069119","1118.76953956648","1826.64662997354","4468.47003909597","5378.46074394391","6589.35714601397","7617.72058379717","12119.4663738759","14024.4904417034","15563.0627818226","21074.6166064948","24249.8704711482","25714.1563513609","29052.4912761558","33261.8694024872","32341.2834052657","28424.5193646018","29556.1131009785","32522.4087930647","30204.2419599042","29373.0737975329","21025.3148444366","17949.8331646215","19854.2299396359","19814.6367191302","17692.2997791637","14709.023755495","17936.6113034777","19444.1170045219","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13302.5725559691","14009.5911984726","14319.3413944","14339.6253913109","14864.1466412346","15422.2582533829","16144.2670535768","17152.7626650874","18033.6846346974","18464.7320754725","19518.6743098678","20960.988801198","22615.9356074635","23897.9312675005","25461.1859447776","25577.5241052346","28548.9868272572","29326.9196613786","30856.0118395987","30358.2444440508","27908.2959239453","25671.5160853562","24911.119631324","25986.6503155014","26625.0618096799","26760.3633030256","27511.8010160972","28604.8609402657","29617.5483399732","31611.2114428141","29088.2080577757","33018.2544152866","38922.4742252972","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4594.36445900734","4781.22308254586","4787.04139220504","4751.24108999806","4887.00489781624","5052.34361581335","5332.90968942205","5659.01213453785","6356.12165400015","6850.15654487162","7306.11595798598","7285.34136871304","7632.34935746045","8479.68151165971","8589.63712526091","9967.9581408909","9799.74630479229","10610.430054609","10843.316217904","10121.7404483122","10120.4261607276","10330.0829751361","10288.9048335748","10868.2437384617","11830.604428012","12736.3896678897","13414.0524676699","14359.4181483361","15168.8917655699","15542.4915644035","13510.8144166129","14325.5548482263","16201.9590546189","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20386.2982830254","21089.7319795561","20541.760933568","20007.5430495643","21528.4190509224","22676.8288415347","23403.3172466065","24113.4603051353","26229.799752491","26965.9482106912","29482.7192237649","30448.2586291851","30482.3836722445","32371.8100104748","35445.4390400423","38364.0417619283","41863.3315227724","44176.5293359701","47992.6657310663","48722.8592904871","49651.2550608995","50444.5128244692","52177.9492693348","52705.6567788568","56425.1119569878","55727.3937607158","58845.6890758233","60010.0982907298","61806.8271308174","64264.0564607393","64857.6287053798","68086.4601238175","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3319.96884424522","3463.39287512453","3617.50542724983","3751.76010229902","3888.38548824553","4065.41710143536","4161.11066580007","4314.64139727207","4474.14523069699","4601.41372712322","4758.24808060095","4860.75066989961","5009.58647766029","5126.23346929034","5314.81560180174","5544.67670718747","5900.851227424","6318.32028813515","6524.60973733199","6474.79693497431","6618.91603119075","6910.87650155221","7549.0778847433","8175.40665832009","8924.9427445573","9876.96218854757","10383.5096902006","11012.7337332879","11148.9079396358","11718.0777381875","11590.967117022","12106.4225430833","13299.5647166696","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3032.56667596966","3338.53734595515","3675.06695790514","4057.80679160215","4483.93633715712","4794.58960465384","5257.63185177366","5666.52431700964","5623.0209455177","5860.85744052061","5903.8197788813","6168.28113343198","6331.08530333175","6413.20293695939","6689.52560806232","6771.06158772148","7351.01976643606","8112.34546070431","8439.50565959641","8834.22343165941","9351.78792317124","10092.0824863061","10659.9931632725","11238.8627591497","11191.2345886479","11465.1361802886","11584.0592522873","12327.0682002902","12538.2137444404","13388.7060787131","17036.2899236041","23176.1332006217","40319.8568674062","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18118.5409989225","18897.8471130932","19604.7484295586","20197.7045259881","21168.6236446144","22103.1957142602","23078.580800018","24104.0350391786","24908.809469709","25910.4315944358","27548.2503522172","28472.8777492645","29402.5756788131","30427.0256268274","32163.1538287871","33743.5419356904","35956.7280837838","37746.2309544736","38756.1977935043","37698.7143655558","39143.1932573548","40811.1721376936","41939.8041816421","43279.4248582271","44408.3565687987","45168.2891507688","46469.943366587","48370.5245181986","50491.6691730657","52763.7728701633","51418.8934444018","56775.3863840879","62231.8541354898","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18250.0479591958","19778.3316278606","21310.6358438439","22774.0298923931","24115.1401528963","24711.0595808027","25096.0946930326","26608.3292660294","25114.406207004","25858.5611903537","28221.0619438958","28805.6275430999","29607.8233157114","31176.4064954207","34528.1423630369","38075.1670953201","41741.3601209286","45250.2075544218","46818.4745802232","45861.0185298932","49190.5961019125","52277.4664432843","52149.6812694206","53517.419549888","54514.9268059819","56043.042695697","56761.4824132224","59260.9131761938","60900.2752924537","61221.4195400701","58187.4764072535","65876.8742261933","68684.5200678737","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010.14693624954","1953.60886129664","2060.84488570502","2184.57906167523","2174.21622916399","2292.35678219391","2312.85770100396","2393.80815958484","2442.30245685651","2394.42107249458","2556.41930398273","2614.06753699051","2683.04728598003","2788.13172474921","2966.63093046337","3167.05995069493","3398.06769164011","3622.03616739365","3763.50326014699","3617.1589038014","3719.19614992612","3863.65134117965","3981.03962511174","4104.36961412769","4428.43192139492","4815.77502688247","5159.61750851391","5598.05654635511","5617.48319783953","5824.32131492686","5493.21877422998","6285.9287396567","6893.86979852924","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086.72269505367","1106.67066768488","1096.10209473313","1100.60008494594","1093.88197841936","1141.30031800346","1189.50144405085","1247.41124924584","1270.5303316935","1294.21545508386","1327.5577439382","1376.18989608093","1403.06510218901","1447.39696070928","1526.30369683812","1616.49099939843","1714.8298719135","1808.11601599479","1893.43860933084","1921.06870098123","2007.0950331401","2078.05455852291","2078.80813265337","2172.00309302634","2321.22461257841","2378.71678905358","2475.56888361132","2564.7896693288","2669.96289115175","2806.06410030412","2801.98561533803","2992.10514447957","3267.22825542484","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8048.53852696042","8801.07182252175","9532.35184364014","9886.98745093516","9939.94950891428","10669.3431384853","11652.0729392739","13022.4493216846","13697.4210847082","14694.6907934584","15455.1206240928","17639.0008716512","19577.9116242635","21032.9146075298","20272.7431993652","20088.0434492854","21139.9671117447","21509.8915802731","22182.4605168977","22409.2640184121","23391.1011523166","25318.9781462309","27267.3226459382","28980.4492302311","32123.9961324849","30447.1595346254","36954.4345867034","42171.1848047052","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2179.48515195912","2249.84512449226","2136.67837529343","2029.16479538746","1790.65634142096","1971.95408782734","2052.65067431006","2105.35094679152","2136.17133463574","2184.85963654185","2213.01488189344","2214.97754458949","2233.84070734052","2316.90643184952","2308.64926598272","2413.68264074886","2489.97904183478","2633.70663532947","2711.12747047856","2843.08508878546","2683.68866152215","2846.88118194415","2819.33653307053","3030.97963544252","3064.06936308327","3014.22968445403","3240.59861861531","3325.31357890173","3182.44142668405","3220.94295667871","3085.90305009457","3114.96354203089","3239.30983953576","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8319.63120738127","8251.71946641356","8408.2301589933","8852.98688822823","9186.03756222838","9349.01376457259","9823.02576267536","10398.0292525261","10873.2478627727","11854.683416267","13211.8270609093","14526.3882629125","15479.1010781197","16269.308764051","17108.3405820025","18383.6322203338","19098.6263069875","20721.5024106144","20722.06533653","21738.8965943079","23029.4471782091","23267.448392909","24547.9805346257","25691.5272556351","26798.8541676269","27941.9268571832","29496.1636824744","31908.863454349","35152.6036961244","35016.1361114791","38643.762589993","43659.453270792","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2954.66045573424","3063.50318865692","3150.73914798211","3270.5011433333","3397.20004215303","3568.41978908847","3779.44999819716","3982.55133448481","4017.38915605037","4177.03046725956","4471.15878557092","4689.96494625616","4922.43328229186","5254.65438135329","5756.14095144045","6300.82985287401","7035.49697028458","7782.35296434438","8396.33040184182","8630.78502884055","9313.39058194263","10031.7195770294","10655.7230439581","11159.4524155759","11503.7557536537","11621.3475716968","12070.3898447732","12736.4795568014","13631.8198098511","14427.8938535021","14451.0522811171","16306.0519980205","18091.5205472255","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2633.60596648964","2725.9826293394","2798.16566891831","2892.66990492383","2991.53752652623","3133.33569407752","3308.57288870408","3474.62431063421","3504.62626718067","3633.30271975251","3872.55059077489","4052.55268351396","4242.82460168077","4512.65008265628","4924.24817169483","5370.2470012911","5961.5329367236","6558.11186976314","7043.02411197126","7228.77007422319","7763.27324926539","8319.66552912654","8799.6665851617","9202.84669982098","9491.40432591572","9585.70016512987","9929.5473979874","10434.4219318736","11125.7356357408","11737.9574353079","11729.8598639298","13119.6241405603","14489.7204848725","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1356.16487945462","1394.86275282866","1421.91856744433","1434.15297596948","1442.78695097081","1490.55416770399","1550.42030134873","1598.45128189629","1631.92351982723","1670.08790715872","1736.99140035995","1807.70517316557","1881.50660552494","1968.49823939181","2107.98659633561","2259.70242609892","2418.14383273238","2572.66591495408","2693.69103366136","2781.12414579847","2912.43778739745","3032.50490403461","3135.65264689107","3294.96785389853","3479.49131946617","3571.00282266428","3678.25584330648","3795.41891809013","3994.51632319185","4192.17115416672","4213.39200199174","4462.94944937668","4881.38089963243","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2012.41832358444","2067.65580171183","2129.48373954904","2122.4636842299","2135.12609463656","2175.41699904689","2254.57844793285","2276.87188453775","2305.20680761264","2334.16890169265","2413.57778871772","2505.06885732218","2639.4010843667","2764.70425470262","2985.84472165648","3201.37238980175","3415.52833082953","3614.05147325825","3740.39433665736","3881.46612653412","4032.70603062981","4193.34752648107","4331.21301361182","4522.14840450499","4735.18625509986","4824.51491820823","4862.12777820082","4947.06095879411","5123.38286972599","5309.65110505719","5307.7852690605","5619.48560426145","6138.70076525336","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3069.98303991471","3330.32508328546","3566.03118760158","3823.25781140022","4130.58019582829","4489.87321081134","4850.3775101963","5083.75793117041","4396.78735098242","4427.11345783171","4681.91945001153","4892.35251535142","5121.33453984212","5399.32871003071","5749.52145141959","6188.85553221385","6643.88072205615","7161.81072808175","7638.00957527744","7941.16633276883","8430.61541737509","9022.72137960157","9624.58823162978","9966.38293498244","10168.6760599231","10132.3160820285","10371.4423255308","10802.7126044355","11494.9448505557","12115.7020653839","11856.9433255703","12897.0571071313","14445.7119907545","",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034.74407385466","1063.6177378754","1072.69251703285","1095.7985325361","1102.21126380538","1153.72935807208","1203.3190421346","1264.17088670779","1299.70173845309","1342.25038633241","1401.91360816071","1461.00786314918","1503.89768434258","1572.34391047622","1670.83040427856","1790.85032650387","1921.92807744612","2054.66173401315","2172.89824278894","2232.36126007561","2352.56825150821","2451.54435704205","2537.52065319007","2681.56941706943","2853.40880438059","2948.27076724929","3095.27932639791","3232.53003134854","3446.23740042196","3652.70578407682","3687.23758088248","3908.24552384334","4279.59355199178","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1204.24205850931","1231.95543894039","1301.82412428053","1367.69753564023","1460.11543356074","1572.02144659555","1688.38640731776","1753.08592524757","1847.25669630548","2001.63410704678","2087.22477605814","2197.10940358716","2275.44150646389","2459.95391561161","2680.89808067589","2936.56044322775","3221.69777778747","3510.38877423746","3636.06037101557","3892.53003085727","4215.58082753946","4467.46665451679","4835.4776657914","5032.59397564129","5211.57032167353","5446.18876606452","5823.48154206779","6169.49991768835","6742.70791332569","7181.52265449438","6988.84031066891","8044.67480751057","9171.87801412383","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
