"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","979.948003398134","1028.28858968046","1088.74013680047","1144.9708324815","1191.835185165","1255.4876300849","1313.07393808981","1370.95971758003","1431.06189688341","1490.19028013653","1574.3315699744","1659.71135589897","1717.97006163024","1803.13815309616","1916.45203801677","2074.01158534209","2253.20981719788","2451.5422131243","2625.40635930662","2751.21787760065","2906.05192045574","3119.92997299708","3501.55557376082","3751.06108589874","4023.54114557771","4253.68769851408","4608.57465239377","4894.44240786886","5484.76292307533","6025.08796177364","6596.04459830619","7366.48997079065","8354.69222974743","",
"Bulgaria","BGR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7545.53138669653","7212.99291162659","6914.71617803884","7029.69006299586","7335.20045014363","7737.73640797436","6846.4401838939","5749.35702311624","6177.63244608988","5807.79182219793","6422.77942664747","6961.06261541973","7937.37826853105","8417.45455930449","9201.71602001084","10291.4238650414","11408.088727793","12822.2664644766","14346.9411471568","14180.7101006026","14955.8951303858","15747.3923747037","16327.249316632","16649.3726338943","17616.3879467033","18385.9803612081","20065.6187121395","21457.9019850147","23005.9250630132","25527.2635620283","25736.21821491","29406.5795920851","35469.8716520428","",
"Bahrain","BHR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25731.1649187926","28594.0918342748","30129.9623716511","33643.6304591696","33149.5742476964","34045.3942781628","34962.9567076082","35548.6561420837","36559.2764541062","37570.9167849775","39360.4320898099","40186.9453085917","41161.5625780613","42900.8133510832","44006.7127561133","44780.1156664312","45651.591942431","47380.1664464359","48078.8438742404","46708.7358567087","47929.443463014","49960.2678680839","53846.8813999014","53808.705888792","52272.91246307","46134.6454737526","45569.9674029826","49303.9918424327","50198.6409351387","53712.1485212388","51439.203757741","54351.8360757233","60634.9604392852","",
"Bahamas, The","BHS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20525.4533836103","19936.0442553921","19198.9491919612","19290.9732214977","19920.1234902522","20834.566128494","21722.0500051927","22003.2206335061","22914.2522233664","24518.3605022664","25732.9965006504","26625.89831464","27408.4499964747","27229.956414693","27829.5248446479","29274.6456939742","30511.0520850914","31344.1962349777","30761.9272227029","29242.2905183157","29629.2525061559","30053.6711228981","30564.7922042955","29604.3143194076","30774.5019645209","31097.2171317849","31292.9868322515","33027.595985815","33977.6581419099","34654.4917610712","24938.6930295687","28908.8970986048","35211.0572984126","",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","943.241639687652","1166.98974063666","2155.14670805565","2844.3373452073","3270.67318051207","3601.95158393606","4127.60380494155","4291.22946984878","4743.32635505707","4911.70028426936","5405.69712517756","5959.02483138061","6879.30694188748","7697.02150079236","8595.84805046621","8698.18899462159","9087.64475202939","9757.99152824532","10109.3907422377","10788.2778583201","11148.3878335826","11825.9932485406","12869.7519392948","13582.1736974909","14801.2221637835","16354.4901444071","16276.0466407681","18379.5525047191","20950.1998492384","",
"Belarus","BLR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5226.13965233312","5335.57879898518","4922.45721730488","4645.89357206881","4194.8810953782","3849.89723219723","4043.74990337195","4601.50308515664","5066.94283398841","5337.01584071637","5801.75812617707","6244.74774348393","6704.59228079556","7369.84590437492","8491.89483353234","9647.12117983096","11006.4559016421","12332.5029152685","13898.9996761756","14050.5715546692","15361.8316988786","16563.2014078209","18114.7508606708","19014.0529737698","19037.8209530599","18133.5696288889","17832.4778855815","18413.7127377197","20026.0306698699","22301.5766886376","24872.3398993711","27611.1801135156","28394.3051523423","",
"Belize","BLZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4460.73621604894","5047.70323544695","5702.91908786707","6072.68153499041","6068.63737687779","6083.62002659875","6075.91280199703","6226.48898461562","6315.11527870532","6771.94093597709","7524.97756121552","7828.20660010823","8121.27715688497","8806.39760894338","9192.02833346928","9405.61662239633","9840.06527936784","10142.569109727","9895.0895036482","9645.41376668047","9638.91782892844","9588.60890907548","9145.72688146158","9378.91650684715","9340.36211596258","9451.56357394725","9336.41993712102","9086.91190946349","9479.91147437112","10436.3335268005","9540.67114968834","11559.8905984688","13280.56081935","",
"Bermuda","BMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34870.7477537551","34955.5582770959","35990.578111392","37749.2083732918","38518.4174421737","40763.3866085376","42317.9241727648","44753.9587284979","46678.6017993544","48664.5399508505","53921.7736769822","58484.1524018877","58138.3998128493","60908.0397060905","63578.1922805251","66239.4667912365","71656.7235772631","75627.2475293548","75193.3463873599","71022.3078466874","70627.8221941123","69998.8434204712","67919.6956461778","69949.5328378472","70210.3204527187","73879.4858462324","79035.7317939765","85285.2492109229","85861.1911426784","91263.4855956569","85795.358603633","91508.8303752301","101187.031604568","",
"Bolivia","BOL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2294.72891353634","2446.01566050183","2491.52670796534","2606.57580088191","2732.4421138578","2865.22704633664","2988.5721005623","3132.592372612","3267.2261367183","3267.43222632468","3364.02436571423","3436.37487036006","3514.59137568506","3617.40341020172","3802.81090401932","4025.10904617997","4273.03812270534","4509.2105538811","4794.60369958426","4902.61057678333","5079.38272115006","5363.98790270809","5837.07110109347","6552.41461552012","7003.24183911139","7103.43175633083","7492.28470943237","8442.58529533443","8876.58471942896","9091.92768943853","8210.7029098091","9342.97184473106","10238.783115307","",
"Brazil","BRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6617.94470340613","6793.80794114951","6797.15394123758","7183.8958657829","7644.2186022331","8008.05893035068","8208.219592588","8504.68147854479","8503.69788718713","8541.7107251543","8994.74306173275","9202.87648388982","9510.82388258312","9693.55548229648","10407.8393520952","10954.8602631484","11614.4985380566","12522.5159385831","13281.0743858475","13222.7488780015","14254.5197697447","14989.1577837574","14962.368438953","15469.5353944917","15564.8009999636","14567.7060619891","14057.3132470451","14293.6046394285","15165.0631526578","15741.4785048749","15759.0782300803","17450.5086501913","19132.8115026954","",
"Barbados","BRB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9648.12021732517","9565.67213186221","9198.0066584691","9462.23351381453","9831.61098987298","10216.8588145289","10797.4655617397","11485.4601787548","12028.6825113515","12214.5542851723","13022.7841493541","12965.9179575109","13217.9874764964","13718.3375860786","14231.9170595508","15203.7568396327","16562.125091808","17298.199568594","17667.4813668559","16814.0829325202","16573.8223594241","16744.3665372665","15742.0935840015","15781.2052539893","15622.3656876155","15991.2390985428","16422.1863237226","16252.6883922415","16900.4040578759","17374.4463236803","14561.2568534827","14686.2199296539","17474.8940221555","",
"Brunei Darussalam","BRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55168.2508834989","57099.0256481043","59512.9401993712","59542.9697581132","61175.5485066134","63693.0916485975","65179.1360653858","63863.7108049069","62830.2712988","64276.500587034","66212.6098228208","68169.5022821683","70522.9035780364","72627.3339025796","73618.9315037168","74921.4136118765","79312.3333137377","80302.2199299065","79040.2883075579","76993.474621141","78784.8272242349","82300.6560453021","87024.9382036149","83136.8552679635","81243.8989995442","62823.1166176378","56889.4103441758","62015.4331166776","65679.4310760955","70087.0385001719","70685.1863107895","79364.0945618203","82893.1697893698","",
"Bhutan","BTN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1565.89862558881","1585.93029966178","1764.3470736126","1930.83747791874","2068.040515952","2233.87260478048","2356.87971386124","2483.07010562117","2610.45825470234","2789.27750163155","2866.75203053985","3091.691290103","3395.99311642714","3642.27689413495","3871.06395173199","4197.3026652619","4561.34767578357","5476.79777123722","5780.84517126121","6139.82065993963","6878.60268495998","7498.95552210622","8144.00321722612","8240.4295795665","8961.58268395247","9856.64937103621","10890.3581503676","11649.8320351081","11932.8563368351","12864.7780106491","12434.6745202594","13423.4288723593","","",
"Botswana","BWA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5818.04803070159","6280.32724189188","6424.18093613182","6511.94003183992","6703.05224865245","7134.51014140869","7501.41981733789","8076.29333008877","8023.35234959742","8733.83074467691","8922.36997837435","8964.84669172997","9478.56674449649","9937.09704587329","10298.3068912566","10907.367049142","11957.5752435946","12739.302747885","13136.4408705378","11119.806162005","12139.7497346694","12976.5291954634","12091.6876300234","12880.3052553569","14417.0132080037","13518.4848638657","15416.5845163403","14817.5712768034","14805.2916256042","14889.8073026521","14208.2701553477","16651.5337042653","18555.384892416","",
"Central African Republic","CAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634.177324496431","632.015969546095","585.952580583949","582.872800890118","605.155294740502","644.367978720642","613.65127454276","639.2801578056","658.470255389713","672.80711761996","652.393760718375","681.360011221161","701.340145279042","660.417846049021","703.37720097409","715.726242711717","757.618328911279","798.836079380152","813.832069367003","870.422304732301","902.781584213177","945.593128485274","1025.92093865984","686.202331102101","673.393560977092","738.556430782503","793.924920784403","847.863933621235","867.392565869771","934.815543219503","1003.1486767262","1057.19439503026","1112.4428387966","",
"Canada","CAN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20229.7558681625","20224.6873311056","20626.2020585898","21440.0469855991","22632.8340863081","23485.6419280396","24050.1750062174","25258.8605604948","26319.6741635105","27841.3533496575","29362.0841609786","30230.8029655917","30963.0530022941","32349.9436608677","33925.7067319515","36327.2286544972","38119.4131958397","39575.3097484091","40376.3068799056","38865.4134577266","40099.4482394377","41666.7076267956","42290.9654102745","44298.5787342765","45753.7505547994","44670.0805385838","46472.3402486315","48317.1745835151","49992.7622757708","50522.1602400667","48380.6844333467","55634.8275796301","61380.1983945967","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7092.20888824333","6646.41159834294","6687.60134425149","6956.11799367988","7395.32265602562","7990.28061840503","8399.11158065202","8704.63121144057","9097.05903044168","9396.46891785391","10015.986349637","10801.6199446295","11679.8411257739","12341.0274592172","13483.8635641646","14312.604905519","15921.8218175546","17765.6334250223","19675.7961286627","19702.076832497","20822.4815382341","22310.9867673816","23108.8485542884","23862.0453692633","24928.8347465437","26136.3275922943","27755.2799901024","29831.6306976042","32013.87753633","35470.7304373663","35840.378628361","39897.052800992","45181.6890985541","",
"Switzerland","CHE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28442.331604763","28773.0139362181","29093.3238541076","29475.7500522008","30245.3759671361","30821.4370522444","31497.7419568964","32728.0114219533","33857.6531675935","34742.6318631555","36695.2070554187","37822.9275072501","38704.9584597242","38737.3079261209","40176.5707415374","41524.8488732932","46275.5494842863","50929.4927044896","53808.7841127066","52971.3732760585","54432.3330821362","57493.5810559211","59440.9158607666","61656.4661708516","63417.0437157565","65265.04573356","67350.7518747757","68193.5054944094","70688.8187491194","73732.2353322093","72997.8239503282","81603.2073073193","90746.4532786","",
"Channel Islands","CHI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4437.0552176745","4872.13968794706","5533.63268102731","6026.75009592469","6473.88696661405","7250.18876163771","7959.48575350229","8581.43649230191","8927.83644158307","8921.98604843212","9468.31876647394","9876.22507775463","10239.3852879029","10820.6716212007","11735.1761702174","12685.0279639491","15676.5834282108","16875.7145632511","16550.4489137323","16118.3767465","18104.7245957743","20330.5245988853","21584.6812672625","22425.5894158104","22779.4276703281","22691.4866244485","23492.2878567238","24546.9124213942","25564.5367168945","25853.76962859","25464.8508639256","29148.2424509188","31436.5753356007","",
"China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","981.419207420534","1093.56622897686","1262.02548339564","1454.4915919855","1660.34687963985","1860.52506258639","2060.86809986211","2266.72883825823","2448.48229050966","2650.17868573754","2917.24252978556","3208.22995654432","3532.08165141829","3938.73027454873","4427.13100327793","5056.40472418203","5842.77863600308","6818.92340935134","7581.45351262692","8305.76018511512","9254.77960352629","10292.940478173","11233.9727678989","12011.6805856282","12700.4440173132","13201.6738280974","13882.0280461334","14750.3658330379","16006.9131210526","17262.1759037005","17891.4802869971","20406.7296584605","22499.3790099437","",
