Entity,Code,Day,cum_excess_proj_all_ages
Albania,ALB,2020-01-31,-247.2
Albania,ALB,2020-02-29,-190.79999
Albania,ALB,2020-03-31,-164.99998
Albania,ALB,2020-04-30,-94.999985
Albania,ALB,2020-05-31,23.000015
Albania,ALB,2020-06-30,188.00002
Albania,ALB,2020-07-31,602.8
Albania,ALB,2020-08-31,1384.2
Albania,ALB,2020-09-30,1848
Albania,ALB,2020-10-31,2600
Albania,ALB,2020-11-30,4703.4
Albania,ALB,2020-12-31,5812.4
Albania,ALB,2021-01-31,6384.8
Albania,ALB,2021-02-28,8200.8
Albania,ALB,2021-03-31,9685.2
Albania,ALB,2021-04-30,10374.8
Albania,ALB,2021-05-31,10568.399
Albania,ALB,2021-06-30,10780.999
Albania,ALB,2021-07-31,10854.399
Albania,ALB,2021-08-31,11244.399
Albania,ALB,2021-09-30,12236.8
Albania,ALB,2021-10-31,13149.399
Albania,ALB,2021-11-30,13909.399
Albania,ALB,2021-12-31,14654.999
Albania,ALB,2022-01-31,15523.899
Albania,ALB,2022-02-28,16323.399
Albania,ALB,2022-03-31,16257.3
Albania,ALB,2022-04-30,16239.399
Albania,ALB,2022-05-31,16238.499
Albania,ALB,2022-06-30,16167.599
Albania,ALB,2022-07-31,16413.498
Albania,ALB,2022-08-31,16603.998
Albania,ALB,2022-09-30,16360.898
Albania,ALB,2022-10-31,16386.998
Albania,ALB,2022-11-30,16317.498
Albania,ALB,2022-12-31,15871.598
Albania,ALB,2023-01-31,15612.098
Albania,ALB,2023-02-28,15554.197
Albania,ALB,2023-03-31,15106.697
Albania,ALB,2023-04-30,15049.397
Albania,ALB,2023-05-31,15058.098
Albania,ALB,2023-06-30,14768.798
Albania,ALB,2023-07-31,15025.298
Albania,ALB,2023-08-31,15045.397
Albania,ALB,2023-09-30,14849.897
Albania,ALB,2023-10-31,14879.598
Albania,ALB,2023-11-30,14805.697
Albania,ALB,2023-12-31,14277.397
Algeria,DZA,2020-01-31,-438.9
Algeria,DZA,2020-02-29,-536.3
Algeria,DZA,2020-03-31,-488.69998
Algeria,DZA,2020-04-30,-329.09998
Algeria,DZA,2020-05-31,-345.49997
Algeria,DZA,2020-06-30,3268.1
Algeria,DZA,2020-07-31,20171.7
Algeria,DZA,2020-08-31,28323.799
Algeria,DZA,2020-09-30,31062.898
Algeria,DZA,2020-10-31,34432
Algeria,DZA,2020-11-30,45018.6
Algeria,DZA,2020-12-31,49888.703
Andorra,AND,2020-01-31,-0.6
Andorra,AND,2020-02-29,8.4
Andorra,AND,2020-03-31,16
Andorra,AND,2020-04-30,51.6
Andorra,AND,2020-05-31,66
Andorra,AND,2020-06-30,66.2
Andorra,AND,2020-07-31,67.799995
Andorra,AND,2020-08-31,61.599995
Andorra,AND,2020-09-30,63.399994
Andorra,AND,2020-10-31,86.99999
Andorra,AND,2020-11-30,79.799995
Andorra,AND,2020-12-31,89.6
Andorra,AND,2021-01-31,106.5
Andorra,AND,2021-02-28,114
Andorra,AND,2021-03-31,107.1
Andorra,AND,2021-04-30,125.2
Andorra,AND,2021-05-31,135.09999
Andorra,AND,2021-06-30,127.79999
Andorra,AND,2021-07-31,128.9
Andorra,AND,2021-08-31,131.2
Andorra,AND,2021-09-30,131.5
Andorra,AND,2021-10-31,130.6
Andorra,AND,2021-11-30,129.90001
Andorra,AND,2021-12-31,140.20001
Antigua and Barbuda,ATG,2020-01-31,3.1
Antigua and Barbuda,ATG,2020-02-29,-5.4
Antigua and Barbuda,ATG,2020-03-31,-5.3
Antigua and Barbuda,ATG,2020-04-30,-5.6000004
Antigua and Barbuda,ATG,2020-05-31,-4.7000003
Antigua and Barbuda,ATG,2020-06-30,-13.800001
Antigua and Barbuda,ATG,2020-07-31,-14.900002
Antigua and Barbuda,ATG,2020-08-31,-30.000002
Antigua and Barbuda,ATG,2020-09-30,-37.5
Antigua and Barbuda,ATG,2020-10-31,-44
Antigua and Barbuda,ATG,2020-11-30,-47.7
Antigua and Barbuda,ATG,2020-12-31,-57.800003
Antigua and Barbuda,ATG,2021-01-31,-50.4
Antigua and Barbuda,ATG,2021-02-28,-39.600002
Antigua and Barbuda,ATG,2021-03-31,-46.2
Antigua and Barbuda,ATG,2021-04-30,-47.2
Antigua and Barbuda,ATG,2021-05-31,-54
Antigua and Barbuda,ATG,2021-06-30,-67.8
Antigua and Barbuda,ATG,2021-07-31,-61.600002
Antigua and Barbuda,ATG,2021-08-31,-75.4
Antigua and Barbuda,ATG,2021-09-30,-25.600002
Antigua and Barbuda,ATG,2021-10-31,-57.800003
Antigua and Barbuda,ATG,2021-11-30,-48.200005
Antigua and Barbuda,ATG,2021-12-31,-61.000004
Argentina,ARG,2020-01-31,-676.5
Argentina,ARG,2020-02-29,-149.40002
Argentina,ARG,2020-03-31,-121.50002
Argentina,ARG,2020-04-30,-1177
Argentina,ARG,2020-05-31,-3676.5
Argentina,ARG,2020-06-30,-8543.4
Argentina,ARG,2020-07-31,-7711.5005
Argentina,ARG,2020-08-31,-2415.0005
Argentina,ARG,2020-09-30,8812.5
Argentina,ARG,2020-10-31,21557.4
Argentina,ARG,2020-11-30,30841.5
Argentina,ARG,2020-12-31,36108.2
Argentina,ARG,2021-01-31,44317
Argentina,ARG,2021-02-28,49938.4
Argentina,ARG,2021-03-31,55966.598
Argentina,ARG,2021-04-30,70055.4
Argentina,ARG,2021-05-31,92268.2
Argentina,ARG,2021-06-30,110287.6
Argentina,ARG,2021-07-31,119825.805
Argentina,ARG,2021-08-31,125066.6
Argentina,ARG,2021-09-30,125214.4
Argentina,ARG,2021-10-31,126066.6
Argentina,ARG,2021-11-30,127716
Argentina,ARG,2021-12-31,130742
Argentina,ARG,2022-01-31,152469.1
Argentina,ARG,2022-02-28,162541.8
Argentina,ARG,2022-03-31,167266.3
Argentina,ARG,2022-04-30,171257.39
Argentina,ARG,2022-05-31,173776.48
Argentina,ARG,2022-06-30,175950.19
Argentina,ARG,2022-07-31,177339.69
Argentina,ARG,2022-08-31,178078.78
Argentina,ARG,2022-09-30,178463.88
Argentina,ARG,2022-10-31,179941.38
Argentina,ARG,2022-11-30,181937.08
Argentina,ARG,2022-12-31,186306.38
Armenia,ARM,2020-01-31,-18.9
Armenia,ARM,2020-02-29,176.6
Armenia,ARM,2020-03-31,156.70001
Armenia,ARM,2020-04-30,234.00002
Armenia,ARM,2020-05-31,224.30002
Armenia,ARM,2020-06-30,1156.8
Armenia,ARM,2020-07-31,1865.9
Armenia,ARM,2020-08-31,2030.4
Armenia,ARM,2020-09-30,2402.5
Armenia,ARM,2020-10-31,4061
Armenia,ARM,2020-11-30,7945.9
Armenia,ARM,2020-12-31,10024
Armenia,ARM,2021-01-31,10498.3
Armenia,ARM,2021-02-28,10725
Armenia,ARM,2021-03-31,11300.3
Armenia,ARM,2021-04-30,12629.8
Armenia,ARM,2021-05-31,13197.3
Armenia,ARM,2021-06-30,13598
Armenia,ARM,2021-07-31,13882.3
Armenia,ARM,2021-08-31,14229
Armenia,ARM,2021-09-30,15165.3
Armenia,ARM,2021-10-31,16701
Armenia,ARM,2021-11-30,19150.1
Armenia,ARM,2021-12-31,19881.4
Armenia,ARM,2022-01-31,20066
Armenia,ARM,2022-02-28,21161
Armenia,ARM,2022-03-31,21626.6
Armenia,ARM,2022-04-30,21635.4
Armenia,ARM,2022-05-31,21717.201
Armenia,ARM,2022-06-30,21754.201
Armenia,ARM,2022-07-31,21707.8
Armenia,ARM,2022-08-31,21866.8
Armenia,ARM,2022-09-30,22336.4
Armenia,ARM,2022-10-31,22439.4
Armenia,ARM,2022-11-30,22413.8
Armenia,ARM,2022-12-31,22360.4
Armenia,ARM,2023-01-31,22411.201
Armenia,ARM,2023-02-28,22370.4
Armenia,ARM,2023-03-31,22424.201
Armenia,ARM,2023-04-30,22438.201
Armenia,ARM,2023-05-31,22452.201
Armenia,ARM,2023-06-30,22430.4
Armenia,ARM,2023-07-31,22355.201
Armenia,ARM,2023-08-31,22691.4
Armenia,ARM,2023-09-30,22869.201
Armenia,ARM,2023-10-31,23082.4
Armenia,ARM,2023-11-30,23081
Armenia,ARM,2023-12-31,23026.8
Aruba,ABW,2020-01-31,11.3
Aruba,ABW,2020-02-29,9.8
Aruba,ABW,2020-03-31,25.900002
Aruba,ABW,2020-04-30,26.600002
Aruba,ABW,2020-05-31,11.500002
Aruba,ABW,2020-06-30,19.600002
Aruba,ABW,2020-07-31,12.100002
Aruba,ABW,2020-08-31,19.800003
Aruba,ABW,2020-09-30,50.500004
Aruba,ABW,2020-10-31,66.200005
Aruba,ABW,2020-11-30,64.50001
Aruba,ABW,2020-12-31,60.800007
Aruba,ABW,2021-01-31,71.90001
Aruba,ABW,2021-02-28,102.20001
Aruba,ABW,2021-03-31,125.10001
Aruba,ABW,2021-04-30,161.6
Aruba,ABW,2021-05-31,169.3
Aruba,ABW,2021-06-30,163.2
Aruba,ABW,2021-07-31,179.5
Aruba,ABW,2021-08-31,245
Aruba,ABW,2021-09-30,286.5
Aruba,ABW,2021-10-31,325
Aruba,ABW,2021-11-30,345.1
Aruba,ABW,2021-12-31,352.2
Australia,AUS,2020-01-05,-41.2
Australia,AUS,2020-01-12,-100.8
Australia,AUS,2020-01-19,-118.4
Australia,AUS,2020-01-26,-31.200005
Australia,AUS,2020-02-02,-13.200005
Australia,AUS,2020-02-09,-24.800005
Australia,AUS,2020-02-16,92.2
Australia,AUS,2020-02-23,178.4
Australia,AUS,2020-03-01,321.2
Australia,AUS,2020-03-08,332.6
Australia,AUS,2020-03-15,385.4
Australia,AUS,2020-03-22,521.8
Australia,AUS,2020-03-29,689.19995
Australia,AUS,2020-04-05,913.19995
Australia,AUS,2020-04-12,1013.7999
Australia,AUS,2020-04-19,1054.6
Australia,AUS,2020-04-26,1067.6
Australia,AUS,2020-05-03,1030.7999
Australia,AUS,2020-05-10,1005.19995
Australia,AUS,2020-05-17,972.7999
Australia,AUS,2020-05-24,924.5999
Australia,AUS,2020-05-31,823.3999
Australia,AUS,2020-06-07,587.1999
Australia,AUS,2020-06-14,418.99988
Australia,AUS,2020-06-21,157.39987
Australia,AUS,2020-06-28,-164.60013
Australia,AUS,2020-07-05,-401.20013
Australia,AUS,2020-07-12,-640.0001
Australia,AUS,2020-07-19,-960.0001
Australia,AUS,2020-07-26,-1172.6001
Australia,AUS,2020-08-02,-1322.2001
Australia,AUS,2020-08-09,-1446.2001
Australia,AUS,2020-08-16,-1539.6001
Australia,AUS,2020-08-23,-1822.2001
Australia,AUS,2020-08-30,-2138.8
Australia,AUS,2020-09-06,-2380.4001
Australia,AUS,2020-09-13,-2594.4001
Australia,AUS,2020-09-20,-2893.6
Australia,AUS,2020-09-27,-3028.6
Australia,AUS,2020-10-04,-3121.4001
Australia,AUS,2020-10-11,-3312.8
Australia,AUS,2020-10-18,-3489
Australia,AUS,2020-10-25,-3639
Australia,AUS,2020-11-01,-3709.2
Australia,AUS,2020-11-08,-3734.4
Australia,AUS,2020-11-15,-3610
Australia,AUS,2020-11-22,-3606.8
Australia,AUS,2020-11-29,-3652.8
Australia,AUS,2020-12-06,-3512.2
Australia,AUS,2020-12-13,-3543.5999
Australia,AUS,2020-12-20,-3492.4
Australia,AUS,2020-12-27,-3361.5999
Australia,AUS,2021-01-03,-3307.7998
Australia,AUS,2021-01-10,-3274.4
Australia,AUS,2021-01-17,-3315.4
Australia,AUS,2021-01-24,-3127.4
Australia,AUS,2021-01-31,-3133.5999
Australia,AUS,2021-02-07,-2982.9998
Australia,AUS,2021-02-14,-2975.9998
Australia,AUS,2021-02-21,-2980.3997
Australia,AUS,2021-02-28,-2932.5996
Australia,AUS,2021-03-07,-2838.1997
Australia,AUS,2021-03-14,-2736.1997
Australia,AUS,2021-03-21,-2599.7998
Australia,AUS,2021-03-28,-2545.7998
Australia,AUS,2021-04-04,-2459.7998
Australia,AUS,2021-04-11,-2524.1997
Australia,AUS,2021-04-18,-2333.9998
Australia,AUS,2021-04-25,-2158.5999
Australia,AUS,2021-05-02,-1945.9999
Australia,AUS,2021-05-09,-1673.2
Australia,AUS,2021-05-16,-1519.2
Australia,AUS,2021-05-23,-1372
Australia,AUS,2021-05-30,-1145.6
Australia,AUS,2021-06-06,-1070.2
Australia,AUS,2021-06-13,-880.7999
Australia,AUS,2021-06-20,-712.3999
Australia,AUS,2021-06-27,-610.3999
Australia,AUS,2021-07-04,-551.7999
Australia,AUS,2021-07-11,-491.79993
Australia,AUS,2021-07-18,-359.99994
Australia,AUS,2021-07-25,-288.39993
Australia,AUS,2021-08-01,-194.39993
Australia,AUS,2021-08-08,-248.39993
Australia,AUS,2021-08-15,-358.79993
Australia,AUS,2021-08-22,-451.5999
Australia,AUS,2021-08-29,-652.5999
Australia,AUS,2021-09-05,-788.5999
Australia,AUS,2021-09-12,-934.5999
Australia,AUS,2021-09-19,-921.99994
Australia,AUS,2021-09-26,-983.5999
Australia,AUS,2021-10-03,-758.9999
Australia,AUS,2021-10-10,-661.1999
Australia,AUS,2021-10-17,-566.9999
Australia,AUS,2021-10-24,-414.59988
Australia,AUS,2021-10-31,-221.99988
Australia,AUS,2021-11-07,-46.599884
Australia,AUS,2021-11-14,54.800117
Australia,AUS,2021-11-21,355.8001
Australia,AUS,2021-11-28,547.6001
Australia,AUS,2021-12-05,775.2001
Australia,AUS,2021-12-12,973.4001
Australia,AUS,2021-12-19,1181.6001
Australia,AUS,2021-12-26,1546.4001
Australia,AUS,2022-01-02,1812.8002
Australia,AUS,2022-01-09,2120.9001
Australia,AUS,2022-01-16,2840.6
Australia,AUS,2022-01-23,3744.3
Australia,AUS,2022-01-30,4552.8
Australia,AUS,2022-02-06,5348.0996
Australia,AUS,2022-02-13,5930.8
Australia,AUS,2022-02-20,6377.0996
Australia,AUS,2022-02-27,6759.5996
Australia,AUS,2022-03-06,7136.6997
Australia,AUS,2022-03-13,7306.4
Australia,AUS,2022-03-20,7678.5
Australia,AUS,2022-03-27,8014.2
Australia,AUS,2022-04-03,8399.9
Australia,AUS,2022-04-10,8798.2
Australia,AUS,2022-04-17,9081.101
Australia,AUS,2022-04-24,9465.2
Australia,AUS,2022-05-01,9873.5
Australia,AUS,2022-05-08,10429
Australia,AUS,2022-05-15,10983.7
Australia,AUS,2022-05-22,11400.601
Australia,AUS,2022-05-29,11861.7
Australia,AUS,2022-06-05,12449.8
Australia,AUS,2022-06-12,13086.899
Australia,AUS,2022-06-19,13872.999
Australia,AUS,2022-06-26,14496.699
Australia,AUS,2022-07-03,14976.999
Australia,AUS,2022-07-10,15587.699
Australia,AUS,2022-07-17,16220.199
Australia,AUS,2022-07-24,16791.5
Australia,AUS,2022-07-31,17355.2
Australia,AUS,2022-08-07,18010.898
Australia,AUS,2022-08-14,18557.2
Australia,AUS,2022-08-21,18869.1
Australia,AUS,2022-08-28,19108.799
Australia,AUS,2022-09-04,19182.498
Australia,AUS,2022-09-11,19373.197
Australia,AUS,2022-09-18,19564.498
Australia,AUS,2022-09-25,19791.598
Australia,AUS,2022-10-02,19875.898
Australia,AUS,2022-10-09,20046.398
Australia,AUS,2022-10-16,20226.299
Australia,AUS,2022-10-23,20533.398
Australia,AUS,2022-10-30,20680.7
Australia,AUS,2022-11-06,20910.799
Australia,AUS,2022-11-13,21301.898
Australia,AUS,2022-11-20,21692.598
Australia,AUS,2022-11-27,22101.098
Australia,AUS,2022-12-04,22484.398
Australia,AUS,2022-12-11,23060.299
Australia,AUS,2022-12-18,23525.2
Australia,AUS,2022-12-25,24074.7
Australia,AUS,2023-01-01,24526.799
Australia,AUS,2023-01-08,24959.6
Australia,AUS,2023-01-15,25191
Australia,AUS,2023-01-22,25495.4
Australia,AUS,2023-01-29,25707.6
Australia,AUS,2023-02-05,26092.6
Australia,AUS,2023-02-12,26283
Australia,AUS,2023-02-19,26575
Australia,AUS,2023-02-26,26748.2
Australia,AUS,2023-03-05,27008
Australia,AUS,2023-03-12,27307.4
Australia,AUS,2023-03-19,27706.201
Australia,AUS,2023-03-26,27978.602
Australia,AUS,2023-04-02,28212.002
Australia,AUS,2023-04-09,28405.002
Australia,AUS,2023-04-16,28751.602
Australia,AUS,2023-04-23,29150.402
Australia,AUS,2023-04-30,29526.402
Australia,AUS,2023-05-07,29899.602
Australia,AUS,2023-05-14,30392.002
Australia,AUS,2023-05-21,30921.602
Australia,AUS,2023-05-28,31401.402
Australia,AUS,2023-06-04,31969.203
Australia,AUS,2023-06-11,32241.004
Australia,AUS,2023-06-18,32484.805
Australia,AUS,2023-06-25,32925.203
Australia,AUS,2023-07-02,33212.203
Australia,AUS,2023-07-09,33489.6
Australia,AUS,2023-07-16,33676.8
Australia,AUS,2023-07-23,33796.8
Australia,AUS,2023-07-30,33907.2
Australia,AUS,2023-08-06,33956.598
Australia,AUS,2023-08-13,33979.598
Australia,AUS,2023-08-20,34007.2
Australia,AUS,2023-08-27,33861.598
Australia,AUS,2023-09-03,33678.996
Australia,AUS,2023-09-10,33516.395
Australia,AUS,2023-09-17,33525.395
Australia,AUS,2023-09-24,33408.195
Australia,AUS,2023-10-01,33488.195
Australia,AUS,2023-10-08,33467.395
Australia,AUS,2023-10-15,33677.996
Australia,AUS,2023-10-22,33729.797
Australia,AUS,2023-10-29,33839.797
Australia,AUS,2023-11-05,34081.598
Australia,AUS,2023-11-12,34448.4
Australia,AUS,2023-11-19,34868.797
Australia,AUS,2023-11-26,35116.996
Australia,AUS,2023-12-03,35463.996
Australia,AUS,2023-12-10,35809.598
Australia,AUS,2023-12-17,36037.2
Australia,AUS,2023-12-24,36353.4
Australia,AUS,2023-12-31,36645.2
Austria,AUT,2020-01-05,-221.2
Austria,AUT,2020-01-12,-406.4
Austria,AUT,2020-01-19,-421
Austria,AUT,2020-01-26,-414.2
Austria,AUT,2020-02-02,-311
Austria,AUT,2020-02-09,-492
Austria,AUT,2020-02-16,-610
Austria,AUT,2020-02-23,-733.2
Austria,AUT,2020-03-01,-807
Austria,AUT,2020-03-08,-845.8
Austria,AUT,2020-03-15,-862.39996
Austria,AUT,2020-03-22,-651.6
Austria,AUT,2020-03-29,-560.6
Austria,AUT,2020-04-05,-344.19998
Austria,AUT,2020-04-12,-115.599976
Austria,AUT,2020-04-19,32.80002
Austria,AUT,2020-04-26,123.40002
Austria,AUT,2020-05-03,111.60001
Austria,AUT,2020-05-10,169.00002
Austria,AUT,2020-05-17,166.80002
Austria,AUT,2020-05-24,203.00002
Austria,AUT,2020-05-31,179.40001
Austria,AUT,2020-06-07,230.80002
Austria,AUT,2020-06-14,225.20001
Austria,AUT,2020-06-21,204.40001
Austria,AUT,2020-06-28,218.40001
Austria,AUT,2020-07-05,318
Austria,AUT,2020-07-12,299.4
Austria,AUT,2020-07-19,249.4
Austria,AUT,2020-07-26,186.4
Austria,AUT,2020-08-02,184.4
Austria,AUT,2020-08-09,166
Austria,AUT,2020-08-16,289.2
Austria,AUT,2020-08-23,303.2
Austria,AUT,2020-08-30,345.2
Austria,AUT,2020-09-06,466.80002
Austria,AUT,2020-09-13,584.80005
Austria,AUT,2020-09-20,702.60004
Austria,AUT,2020-09-27,742.80005
Austria,AUT,2020-10-04,786.2001
Austria,AUT,2020-10-11,868.00006
Austria,AUT,2020-10-18,955.60004
Austria,AUT,2020-10-25,1199.4
Austria,AUT,2020-11-01,1553.2
Austria,AUT,2020-11-08,2028.6
Austria,AUT,2020-11-15,2740
Austria,AUT,2020-11-22,3583.8
Austria,AUT,2020-11-29,4446.4
Austria,AUT,2020-12-06,5368.1997
Austria,AUT,2020-12-13,6220.1997
Austria,AUT,2020-12-20,6802.4
Austria,AUT,2020-12-27,7171
Austria,AUT,2021-01-03,7416.6
Austria,AUT,2021-01-10,7535
Austria,AUT,2021-01-17,7606.4
Austria,AUT,2021-01-24,7797.4
Austria,AUT,2021-01-31,7964.8
Austria,AUT,2021-02-07,7980.5996
Austria,AUT,2021-02-14,7861.1997
Austria,AUT,2021-02-21,7737.8
Austria,AUT,2021-02-28,7551.1997
Austria,AUT,2021-03-07,7288.9995
Austria,AUT,2021-03-14,7256.7993
Austria,AUT,2021-03-21,7210.7993
Austria,AUT,2021-03-28,7236.199
Austria,AUT,2021-04-04,7333.7993
Austria,AUT,2021-04-11,7384.7993
Austria,AUT,2021-04-18,7506.9995
Austria,AUT,2021-04-25,7646.9995
Austria,AUT,2021-05-02,7842.1997
Austria,AUT,2021-05-09,8008.9995
Austria,AUT,2021-05-16,8144.9995
Austria,AUT,2021-05-23,8176.3994
Austria,AUT,2021-05-30,8215.199
Austria,AUT,2021-06-06,8377.199
Austria,AUT,2021-06-13,8496.199
Austria,AUT,2021-06-20,8625.199
Austria,AUT,2021-06-27,8843.999
Austria,AUT,2021-07-04,8922.599
Austria,AUT,2021-07-11,8930.799
Austria,AUT,2021-07-18,8981.799
Austria,AUT,2021-07-25,9060.398
Austria,AUT,2021-08-01,9075.998
Austria,AUT,2021-08-08,9000.598
Austria,AUT,2021-08-15,9169.798
Austria,AUT,2021-08-22,9304.598
Austria,AUT,2021-08-29,9412.197
Austria,AUT,2021-09-05,9501.797
Austria,AUT,2021-09-12,9725.997
Austria,AUT,2021-09-19,9855.597
Austria,AUT,2021-09-26,9983.997
Austria,AUT,2021-10-03,10161.797
Austria,AUT,2021-10-10,10225.797
Austria,AUT,2021-10-17,10313.197
Austria,AUT,2021-10-24,10503.397
Austria,AUT,2021-10-31,10855.798
Austria,AUT,2021-11-07,11260.198
Austria,AUT,2021-11-14,11777.198
Austria,AUT,2021-11-21,12310.198
Austria,AUT,2021-11-28,12898.599
Austria,AUT,2021-12-05,13527.799
Austria,AUT,2021-12-12,14019.199
Austria,AUT,2021-12-19,14316.799
Austria,AUT,2021-12-26,14493.599
Austria,AUT,2022-01-02,14596.799
Austria,AUT,2022-01-09,14511.799
Austria,AUT,2022-01-16,14301.799
Austria,AUT,2022-01-23,14299.398
Austria,AUT,2022-01-30,14286.398
Austria,AUT,2022-02-06,14227.799
Austria,AUT,2022-02-13,14216.999
Austria,AUT,2022-02-20,14288.199
Austria,AUT,2022-02-27,14281.199
Austria,AUT,2022-03-06,14390.6
Austria,AUT,2022-03-13,14453
Austria,AUT,2022-03-20,14627.6
Austria,AUT,2022-03-27,14997.6
Austria,AUT,2022-04-03,15272.8
Austria,AUT,2022-04-10,15619.399
Austria,AUT,2022-04-17,15854.199
Austria,AUT,2022-04-24,15953.799
Austria,AUT,2022-05-01,16138.599
Austria,AUT,2022-05-08,16291.999
Austria,AUT,2022-05-15,16394.6
Austria,AUT,2022-05-22,16500.6
Austria,AUT,2022-05-29,16578
Austria,AUT,2022-06-05,16709.6
Austria,AUT,2022-06-12,16854.2
Austria,AUT,2022-06-19,17007.799
Austria,AUT,2022-06-26,17220.2
Austria,AUT,2022-07-03,17443.398
Austria,AUT,2022-07-10,17573.2
Austria,AUT,2022-07-17,17724.799
Austria,AUT,2022-07-24,18069.998
Austria,AUT,2022-07-31,18281.197
Austria,AUT,2022-08-07,18405.396
Austria,AUT,2022-08-14,18507.197
Austria,AUT,2022-08-21,18699.598
Austria,AUT,2022-08-28,18783.797
Austria,AUT,2022-09-04,18778.996
Austria,AUT,2022-09-11,18913.797
Austria,AUT,2022-09-18,19045.996
Austria,AUT,2022-09-25,19242.996
Austria,AUT,2022-10-02,19466.396
Austria,AUT,2022-10-09,19793.996
Austria,AUT,2022-10-16,20006.996
Austria,AUT,2022-10-23,20235.797
Austria,AUT,2022-10-30,20523.797
Austria,AUT,2022-11-06,20696.797
Austria,AUT,2022-11-13,20888.396
Austria,AUT,2022-11-20,21083.996
Austria,AUT,2022-11-27,21257.996
Austria,AUT,2022-12-04,21551.797
Austria,AUT,2022-12-11,21817.797
Austria,AUT,2022-12-18,22353.996
Austria,AUT,2022-12-25,22952.396
Austria,AUT,2023-01-01,23488.197
Austria,AUT,2023-01-08,24005.797
Austria,AUT,2023-01-15,24233.396
Austria,AUT,2023-01-22,24250.596
Austria,AUT,2023-01-29,24241.195
Austria,AUT,2023-02-05,24156.195
Austria,AUT,2023-02-12,23962.996
Austria,AUT,2023-02-19,23882.797
Austria,AUT,2023-02-26,23896.396
Austria,AUT,2023-03-05,23894.396
Austria,AUT,2023-03-12,23951.396
Austria,AUT,2023-03-19,24014.596
Austria,AUT,2023-03-26,24136.195
Austria,AUT,2023-04-02,24146.996
Austria,AUT,2023-04-09,24217.195
Austria,AUT,2023-04-16,24314.596
Austria,AUT,2023-04-23,24483.795
Austria,AUT,2023-04-30,24618.195
Austria,AUT,2023-05-07,24703.195
Austria,AUT,2023-05-14,24844.395
Austria,AUT,2023-05-21,24869.994
Austria,AUT,2023-05-28,24948.994
Austria,AUT,2023-06-04,25021.193
Austria,AUT,2023-06-11,25052.393
Austria,AUT,2023-06-18,25102.592
Austria,AUT,2023-06-25,25237.592
Austria,AUT,2023-07-02,25207.393
Austria,AUT,2023-07-09,25255.793
Austria,AUT,2023-07-16,25379.992
Austria,AUT,2023-07-23,25414.793
Austria,AUT,2023-07-30,25337.594
Austria,AUT,2023-08-06,25222.395
Austria,AUT,2023-08-13,25302.795
Austria,AUT,2023-08-20,25354.795
Austria,AUT,2023-08-27,25494.596
Austria,AUT,2023-09-03,25436.396
Austria,AUT,2023-09-10,25549.797
Austria,AUT,2023-09-17,25672.598
Austria,AUT,2023-09-24,25717.197
Austria,AUT,2023-10-01,25703.197
Austria,AUT,2023-10-08,25720.396
Austria,AUT,2023-10-15,25786.996
Austria,AUT,2023-10-22,25898.396
Austria,AUT,2023-10-29,26111.996
Austria,AUT,2023-11-05,26287.596
Austria,AUT,2023-11-12,26498.795
Austria,AUT,2023-11-19,26720.994
Austria,AUT,2023-11-26,26961.594
Austria,AUT,2023-12-03,27354.994
Austria,AUT,2023-12-10,27588.594
Austria,AUT,2023-12-17,27913.395
Austria,AUT,2023-12-24,28292.395
Austria,AUT,2023-12-31,28471.795
Azerbaijan,AZE,2020-01-31,-274.4
Azerbaijan,AZE,2020-02-29,-216.79999
Azerbaijan,AZE,2020-03-31,868.39996
Azerbaijan,AZE,2020-04-30,80.99994
Azerbaijan,AZE,2020-05-31,-438.20007
Azerbaijan,AZE,2020-06-30,1503.6
Azerbaijan,AZE,2020-07-31,2908.7998
Azerbaijan,AZE,2020-08-31,3287.9998
Azerbaijan,AZE,2020-09-30,3635.3997
Azerbaijan,AZE,2020-10-31,4794.5996
Azerbaijan,AZE,2020-11-30,8446.399
Azerbaijan,AZE,2020-12-31,17987.398
Azerbaijan,AZE,2021-01-31,20473.898
Azerbaijan,AZE,2021-02-28,20824.398
Azerbaijan,AZE,2021-03-31,21759.498
Azerbaijan,AZE,2021-04-30,23826.998
Azerbaijan,AZE,2021-05-31,24414.697
Azerbaijan,AZE,2021-06-30,25317.396
Azerbaijan,AZE,2021-07-31,25365.496
Azerbaijan,AZE,2021-08-31,27160.596
Azerbaijan,AZE,2021-09-30,30493.896
Azerbaijan,AZE,2021-10-31,31822.996
Azerbaijan,AZE,2021-11-30,34672.695
Azerbaijan,AZE,2021-12-31,36796.594
Azerbaijan,AZE,2022-01-31,37285.895
Azerbaijan,AZE,2022-02-28,38784.195
Azerbaijan,AZE,2022-03-31,40175.094
Azerbaijan,AZE,2022-04-30,39833.395
Azerbaijan,AZE,2022-05-31,39301.895
Azerbaijan,AZE,2022-06-30,39463.395
Azerbaijan,AZE,2022-07-31,38984.293
Azerbaijan,AZE,2022-08-31,38821.19
Azerbaijan,AZE,2022-09-30,39194.293
Azerbaijan,AZE,2022-10-31,38596.19
Azerbaijan,AZE,2022-11-30,39025.69
Azerbaijan,AZE,2022-12-31,39127.39
Azerbaijan,AZE,2023-01-31,39383.59
Azerbaijan,AZE,2023-02-28,39680.79
Azerbaijan,AZE,2023-03-31,40352.59
Azerbaijan,AZE,2023-04-30,39484.79
